X,Y,Cluster
-0.306365,2.117837,0
-1.784516,2.003799,0
-0.378502,1.602264,0
-1.737769,-6.432027,3
-7.673817,9.010662,1
-1.282164,-7.421949,3
-2.037169,-7.749195,3
5.930513,-8.465144,2
-0.077790,2.443639,0
5.642361,-7.629278,2
4.576709,-9.120398,2
-0.295313,3.071163,0
-1.564098,-6.478773,3
-7.741010,8.800469,1
-2.250592,-7.703145,3
-7.860604,8.878822,1
-8.145768,8.716192,1
-1.304540,1.726055,0
-7.481303,8.317513,1
-3.149827,-7.712703,3
4.926241,-8.568451,2
-1.337495,-7.873286,3
-1.178338,-7.787327,3
-7.349855,9.059218,1
-7.352148,9.336130,1
-7.193305,8.454687,1
5.158314,-8.023485,2
-8.582157,8.272268,1
-7.851504,9.234182,1
-6.644804,8.625985,1
5.113166,-8.153998,2
4.835837,-8.764644,2
-1.603508,-7.520632,3
-0.366828,1.511479,0
-2.261242,-7.340753,3
-8.034347,9.653908,1
-1.616503,0.832243,0
-7.015324,9.025914,1
5.081552,-8.096743,2
-0.463307,2.610724,0
-2.488497,-6.745442,3
-1.610253,-8.299023,3
3.268648,-9.203477,2
-7.962671,9.344193,1
-2.259302,-6.570388,3
-1.994357,-6.533868,3
-0.622020,1.102001,0
-2.371209,-7.315347,3
4.740382,-8.344868,2
4.484434,-8.828243,2
-7.210112,9.241225,1
-1.214630,-7.041845,3
-1.906040,-7.141358,3
-1.877805,-7.437252,3
-2.292951,-7.778535,3
-1.480760,-7.455774,3
-2.213042,-7.162077,3
4.329675,-7.514047,2
4.986324,-9.841036,2
-2.370060,-7.016422,3
0.583553,1.640648,0
6.246388,-8.421867,2
-0.558319,1.695466,0
-2.377343,-6.634409,3
4.469376,-8.803873,2
4.419894,-9.192505,2
-8.683331,9.024869,1
-2.124223,-6.563964,3
4.005803,-8.711368,2
-2.309688,-7.482779,3
-7.655230,8.271721,1
-7.509585,9.075621,1
-2.074490,-7.355361,3
4.552003,-9.559285,2
-6.874475,9.180136,1
-7.732134,8.283468,1
-1.217950,-7.429265,3
-0.772463,2.110479,0
5.431511,-7.403113,2
-7.366270,8.993082,1
-7.464315,8.807823,1
-0.268593,2.827705,0
5.119562,-8.667667,2
-0.447202,1.152811,0
-6.946818,9.222220,1
-1.797144,-7.150270,3
-0.797407,1.752388,0
-7.734993,8.432081,1
-6.041530,8.442604,1
3.675301,-9.136662,2
-1.980787,-7.508713,3
-0.673273,1.836607,0
-7.990569,9.561641,1
-2.449203,-6.917609,3
-1.813457,-6.673419,3
5.597499,-8.774803,2
0.510894,1.513971,0
5.637827,-8.515907,2
-6.719901,8.898025,1
-1.185277,1.168050,0
4.989148,-8.929641,2
-0.627531,-7.262016,3
-3.091288,-7.589585,3
-1.462694,-6.752960,3
-1.895679,1.550476,0
0.694602,1.188645,0
0.108322,1.956426,0
4.317494,-7.869215,2
5.130136,-8.596480,2
-1.684208,2.489750,0
-0.485341,0.848717,0
-0.784589,2.277240,0
-7.980856,8.259789,1
-2.738136,-7.106641,3
-2.762245,-6.835533,3
4.847229,-7.715328,2
-6.660977,9.685740,1
5.242193,-9.241450,2
4.887194,-9.730092,2
-7.122484,8.395384,1
-6.995412,8.173655,1
-2.681047,-7.671206,3
-7.998992,8.951327,1
4.372376,-9.013733,2
-7.932634,9.374972,1
-2.336804,-7.625515,3
-0.750255,1.722923,0
-6.879115,8.413298,1
-0.842584,1.099814,0
-2.233165,-6.937183,3
5.005491,-9.181106,2
-1.179277,-7.704284,3
-3.279073,-7.778232,3
-0.885081,1.554335,0
5.783699,-7.848031,2
-7.422285,9.009081,1
5.620993,-9.653594,2
4.705019,-7.969248,2
-2.000768,-6.723351,3
-2.602526,-7.936470,3
-7.536040,9.200678,1
-6.797441,9.692263,1
-1.064469,2.634026,0
-0.078265,1.377376,0
-1.804773,-7.154850,3
-3.293802,-6.536504,3
-7.377599,9.754319,1
-1.648913,2.458176,0
-7.623745,10.062036,1
-1.557974,-6.840181,3
-1.135039,2.160473,0
-0.481106,1.485710,0
0.073641,1.776427,0
5.252551,-9.890410,2
-2.552631,-6.606126,3
-7.311557,8.363224,1
-1.694213,-7.427524,3
-1.523991,-6.659094,3
-2.756094,-7.066284,3
4.533796,-7.560848,2
-0.109162,2.484596,0
-1.545051,-7.812552,3
-6.557148,9.732392,1
-1.507522,-7.036397,3
0.173530,2.137527,0
5.554706,-7.670372,2
-1.631717,2.091755,0
-2.435139,-6.197959,3
5.416004,-8.916242,2
-8.831077,9.032749,1
-6.500711,9.379001,1
5.267066,-9.710500,2
-0.547415,2.067991,0
-1.777281,-7.457267,3
-2.982106,-7.138577,3
-8.257609,8.557499,1
-1.728998,-7.719757,3
-0.058877,2.155283,0
-7.467172,8.900991,1
-0.843818,1.009659,0
-1.711565,-7.040217,3
5.619153,-8.601060,2
-7.252360,8.771220,1
-2.548412,-7.037193,3
-2.366401,-7.105500,3
-6.340457,8.021996,1
-0.768688,0.925150,0
-6.660338,10.190716,1
-7.831200,9.460462,1
-6.995420,8.441155,1
-0.962031,2.773107,0
-7.868687,9.268215,1
-1.426467,1.105631,0
5.613465,-9.120479,2
-2.459424,-7.239329,3
-6.809381,8.792464,1
-0.595165,2.115401,0
-6.407979,8.328015,1
-0.025793,1.910735,0
-2.093817,-7.417817,3
-0.465824,2.264607,0
4.131489,-7.952712,2
-1.882822,-7.061406,3
5.458733,-8.677053,2
-0.914566,1.174329,0
6.189472,-8.113132,2
-1.384280,1.467684,0
4.876171,-7.985058,2
-8.426262,8.759973,1
-7.658656,9.829317,1
-7.323297,9.133202,1
-7.589726,8.000538,1
-6.452189,9.842248,1
-1.687363,-7.180502,3
-0.837364,1.299544,0
-1.098923,-7.000087,3
-2.219693,-6.348728,3
-6.992407,8.852633,1
-0.039609,1.973274,0
4.181682,-9.349298,2
-7.234950,9.760856,1
5.899212,-9.145314,2
-2.677377,-7.577795,3
-8.388859,9.272774,1
-0.301934,1.627984,0
-1.632193,-7.870378,3
5.092328,-8.421080,2
-1.513507,2.022344,0
-1.941154,-7.659262,3
-1.470032,-7.558202,3
-7.216004,9.654490,1
-1.183413,-7.798808,3
-1.057969,-8.464868,3
-2.244707,-6.822361,3
-1.644674,-7.109217,3
-0.639619,2.008785,0
-1.333540,-6.621376,3
4.806421,-8.577959,2
-7.546948,8.067589,1
4.716935,-8.373234,2
-7.287624,9.511319,1
4.559023,-8.425502,2
-0.421176,1.666872,0
5.443004,-8.467454,2
-0.565770,2.644722,0
5.009873,-8.710397,2
-0.418427,1.357435,0
4.908903,-9.705407,2
5.452153,-7.805592,2
-8.651100,8.537303,1
4.437023,-8.118947,2
-8.073287,8.219904,1
0.156781,0.901544,0
4.717182,-8.299198,2
0.220342,1.817208,0
5.826632,-8.047029,2
4.790377,-8.390268,2
-2.269542,-6.363043,3
4.481063,-8.499859,2
-2.109884,-7.211161,3
-7.302230,8.861362,1
4.694582,-7.641500,2
-2.533849,-5.990573,3
-2.618121,-6.409011,3
3.879765,-8.673596,2
5.027055,-8.157366,2
-2.049444,-7.562302,3
-8.424497,7.871819,1
-0.729849,2.250538,0
-7.630709,8.340436,1
5.166387,-8.429517,2
4.905423,-8.211385,2
-1.745742,-6.834538,3
-0.782489,1.581387,0
-7.823712,8.110579,1
-1.706020,2.549354,0
5.423372,-8.591276,2
-0.591885,2.157510,0
-6.581553,9.260720,1
-7.031398,9.680695,1
4.464864,-8.111560,2
-0.930152,1.828691,0
-0.536470,1.816384,0
-1.668765,-6.773728,3
4.252749,-8.979585,2
4.884684,-8.346832,2
3.417443,-7.861963,2
-1.449186,-7.253526,3
5.386367,-9.261862,2
4.451491,-8.783863,2
-7.881471,9.351211,1
-2.355869,-6.769219,3
0.515567,1.220009,0
-0.087023,1.418051,0
-8.387279,9.789838,1
4.389917,-8.166103,2
-2.228266,-5.944577,3
5.425016,-8.856311,2
-0.279589,1.909415,0
4.742282,-7.840561,2
-1.554312,-6.552398,3
6.126125,-9.390118,2
-7.253397,9.196172,1
4.759581,-9.226434,2
-2.179920,2.382779,0
-7.326583,8.629403,1
5.289207,-8.777819,2
-7.146583,9.415829,1
-0.526458,2.261551,0
-7.771020,8.083430,1
-1.285563,1.767522,0
5.458549,-8.864857,2
-2.172524,-7.669177,3
4.847293,-7.825242,2
-8.042518,9.478450,1
-0.335726,2.070960,0
-8.118906,8.556159,1
-6.638429,9.164452,1
-0.991329,2.385684,0
-7.529142,8.876346,1
-7.966610,8.730471,1
6.148672,-8.151193,2
5.361761,-8.484409,2
-1.808757,-7.695553,3
-7.120563,9.247588,1
-1.605491,-6.560724,3
-7.110523,8.417724,1
4.848732,-7.922952,2
-1.836565,-7.060970,3
-1.910426,-7.011656,3
-1.714127,-7.498892,3
-0.926312,1.860071,0
-0.016017,1.798387,0
-8.221716,9.290903,1
5.090196,-7.966806,2
5.230043,-8.275827,2
-7.268900,9.705213,1
4.784214,-9.420776,2
-1.828775,-6.628326,3
-2.177592,-7.158266,3
4.830787,-8.401548,2
-1.409930,-7.445248,3
4.804285,-8.202057,2
-7.445313,9.110950,1
-1.624307,-7.244492,3
-1.660332,-6.017979,3
-7.403075,9.317657,1
-7.450668,8.283686,1
5.609106,-9.216708,2
-7.476641,9.130422,1
-7.198311,9.500192,1
-6.102035,8.953329,1
-7.602634,8.926607,1
-1.924470,-7.305815,3
5.068177,-8.968687,2
0.755281,2.591080,0
-6.914360,7.761901,1
4.647881,-8.318119,2
-2.121099,-6.276500,3
-0.340165,1.557991,0
-0.035779,2.486274,0
-1.764375,-6.929508,3
5.374981,-9.599896,2
-6.472913,8.920506,1
-0.518609,-7.523232,3
-7.118089,9.192130,1
-7.605399,9.774585,1
-1.648121,-7.331790,3
-1.328651,-6.675039,3
-6.624732,8.580165,1
-1.958455,-6.932547,3
-1.877985,-6.653246,3
0.238269,2.217608,0
5.251540,-10.028881,2
5.423277,-8.375032,2
-1.064619,-7.752832,3
-7.937160,8.669035,1
-6.765507,9.003113,1
-7.365121,8.973774,1
-2.587326,-7.985171,3
5.305120,-9.192946,2
-7.223732,8.712721,1
-7.066141,9.720558,1
-0.203148,1.572123,0
-0.827828,2.786771,0
-0.503130,2.361037,0
-2.670248,-7.151076,3
-2.627456,-7.940354,3
5.214749,-9.399945,2
-7.741187,9.099537,1
4.869496,-8.319485,2
5.047657,-8.923747,2
-2.042373,-7.775156,3
-7.972039,8.457565,1
-1.639824,-7.685835,3
-2.089487,-8.145552,3
-1.183444,3.033034,0
-1.857166,-8.220009,3
-7.828134,9.923678,1
-0.900361,1.451181,0
-8.244618,8.673341,1
-7.001906,9.569354,1
4.431067,-10.183209,2
4.735780,-8.920139,2
-1.965134,-7.588208,3
4.462224,-8.486035,2
-0.030471,2.851725,0
-7.388820,8.869390,1
-6.730183,9.587593,1
-2.287316,-7.556479,3
-1.747429,-6.096523,3
-7.623700,9.548203,1
6.233532,-9.534999,2
5.041049,-8.535809,2
-0.981125,-6.553065,3
-6.369802,9.828403,1
5.307168,-8.113368,2
4.815674,-7.096996,2
3.727848,-8.139676,2
-7.344409,8.719707,1
5.345604,-8.413589,2
-8.312784,10.563299,1
-2.793411,-6.896714,3
5.465117,-9.027553,2
-0.754975,1.498279,0
-1.261409,-6.663071,3
-0.687982,2.422717,0
-7.953151,9.173614,1
-6.638701,7.926365,1
5.298655,-8.739212,2
-0.464240,2.324867,0
-8.185264,7.747323,1
5.177854,-7.562773,2
5.193841,-7.505259,2
5.144006,-8.918302,2
4.643138,-8.933954,2
5.226259,-8.586855,2
4.691578,-7.738081,2
-2.424470,-6.626600,3
-0.216888,1.370620,0
4.645733,-8.576196,2
-2.172021,-7.523854,3
-0.523996,-6.961024,3
4.567644,-8.711343,2
-1.855108,-6.635327,3
-0.532531,1.791848,0
-8.500498,9.093969,1
5.431632,-9.002406,2
-1.262657,2.168849,0
5.852279,-9.341407,2
-6.766413,8.979259,1
5.385093,-7.960462,2
4.016869,-7.844929,2
-1.138899,2.692491,0
-1.535462,-6.889346,3
-6.766020,8.516962,1
4.693966,-7.522897,2
-0.786257,-6.411453,3
-2.124821,-7.713466,3
0.175811,2.390283,0
-8.256659,8.641133,1
-0.567589,1.100731,0
-0.649489,0.938872,0
-8.025709,9.695082,1
-0.262874,1.278086,0
-8.257168,8.441160,1
3.587298,-9.214710,2
-0.340370,2.606576,0
5.563181,-7.746858,2
0.552194,1.481850,0
5.672970,-8.660513,2
-2.294646,-7.956718,3
4.741566,-8.794752,2
-7.278642,9.096145,1
-1.325291,2.454838,0
4.583210,-8.737486,2
-2.843258,-5.870939,3
-2.081500,-6.368155,3
0.036251,2.534231,0
5.293407,-7.782357,2
-7.507426,8.990459,1
-1.964624,-6.816918,3
-7.220201,8.646406,1
-7.447346,9.654656,1
4.562182,-8.885159,2
-0.539774,2.160952,0
5.580802,-9.518079,2
-7.701195,9.435639,1
-0.895973,1.301410,0
-1.524732,1.548021,0
-7.122531,8.859299,1
-2.292461,-8.326850,3
5.583247,-7.307780,2
5.090504,-8.200984,2
5.577642,-8.393910,2
-0.143899,1.828677,0
-6.267859,8.861204,1
3.978169,-9.250252,2
5.688246,-7.619265,2
-6.970630,9.560644,1
-7.548384,8.964252,1
-7.092380,9.164229,1
0.051053,2.400511,0
-2.905290,-6.935005,3
-1.974891,-6.605078,3
-1.529451,-6.807909,3
4.751296,-8.847148,2
-7.060999,9.440256,1
-1.839880,-7.611315,3
-0.440051,1.754907,0
0.433886,1.652643,0
-7.416579,9.279721,1
-0.977139,3.721447,0
-1.095605,-6.703387,3
-7.357824,8.638719,1
-2.098282,-7.532631,3
-0.037765,1.427439,0
-0.369278,0.353501,0
4.705484,-8.917126,2
-8.009295,9.495166,1
5.147406,-9.449800,2
-2.289322,-7.056799,3
-0.718915,0.663218,0
-7.973631,9.021043,1
4.798607,-9.038106,2
4.674255,-6.738774,2
-0.285297,1.891436,0
-2.669856,-6.996122,3
5.447580,-9.501801,2
-0.413602,1.573079,0
5.113166,-8.333845,2
-2.643127,-7.038563,3
-1.498098,-7.081681,3
-8.038315,8.392708,1
-0.924474,-6.603486,3
