K,Mode,Time,ObjFun
2,2,0.003819,19126.722656
2,3,0.007701,19126.722656
2,0,0.00039,19126.722656
2,1,0.000962,19126.722656
2,2,0.002785,19126.722656
2,3,0.002819,19126.722656
2,0,0.000365,19126.722656
2,1,0.000515,19126.722656
2,2,0.002914,19126.722656
2,3,0.005352,19126.722656
2,0,0.000356,19126.722656
2,1,0.001077,19126.722656
2,2,0.002883,19126.722656
2,3,0.002379,19126.722656
2,0,0.000306,19126.722656
2,1,0.001129,19126.722656
2,2,0.002799,19126.722656
2,3,0.003812,19126.722656
2,0,0.000299,19126.722656
2,1,0.000954,19126.722656
2,2,0.00283,19126.722656
2,3,0.003943,19126.722656
2,0,0.000309,19126.730469
2,1,0.00272,19126.730469
2,2,0.003957,19126.730469
2,3,0.004675,19126.730469
2,0,0.000306,19126.730469
2,1,0.000537,19126.730469
2,2,0.003714,19126.730469
2,3,0.004668,19126.730469
2,0,0.00031,19126.722656
2,1,0.000961,19126.722656
2,2,0.00372,19126.722656
2,3,0.006184,19126.722656
2,0,0.000303,19126.722656
2,1,0.000813,19126.722656
2,2,0.003895,19126.722656
2,3,0.003129,19126.722656
2,0,0.000431,19126.722656
2,1,0.000926,19126.722656
2,2,0.003835,19126.722656
2,3,0.007407,19126.722656
2,0,0.000233,19126.722656
2,1,0.000483,19126.722656
2,2,0.0028,19126.722656
2,3,0.003083,19126.722656
2,0,0.000239,19126.722656
2,1,0.00252,19126.722656
2,2,0.002834,19126.722656
2,3,0.005235,19126.722656
2,0,0.000303,19126.722656
2,1,0.000787,19126.722656
2,2,0.002971,19126.722656
2,3,0.006447,19126.722656
2,0,0.000231,19126.722656
2,1,0.00264,19126.722656
2,2,0.002777,19126.722656
2,3,0.003287,19126.722656
2,0,0.000241,19126.722656
2,1,0.002752,19126.722656
2,2,0.003016,19126.722656
2,3,0.004913,19126.722656
2,0,0.000238,19126.730469
2,1,0.002685,19126.730469
2,2,0.005331,19126.730469
2,3,0.005612,19126.730469
2,0,0.000227,19126.730469
2,1,0.000452,19126.730469
2,2,0.005011,19126.730469
2,3,0.006864,19126.730469
2,0,0.00024,19126.730469
2,1,0.00268,19126.730469
2,2,0.005489,19126.730469
2,3,0.006221,19126.730469
2,0,0.000464,19126.722656
2,1,0.000931,19126.722656
2,2,0.002848,19126.722656
2,3,0.002889,19126.722656
2,0,0.000401,19126.722656
2,1,0.000557,19126.722656
2,2,0.002858,19126.722656
2,3,0.003674,19126.722656
2,0,0.000416,19126.722656
2,1,0.000879,19126.722656
2,2,0.003034,19126.722656
2,3,0.003881,19126.722656
2,0,0.000345,19126.722656
2,1,0.00095,19126.722656
2,2,0.002892,19126.722656
2,3,0.002876,19126.722656
3,0,0.000511,12617.391602
3,1,0.001066,12617.391602
3,2,0.004004,12617.391602
3,3,0.003898,12617.391602
3,0,0.000445,7176.376953
3,1,0.001198,7176.376953
3,2,0.002919,7176.376953
3,3,0.002878,7176.376953
3,0,0.000588,7176.376953
3,1,0.002394,7176.376953
3,2,0.002907,7176.376953
3,3,0.005908,7176.376953
3,0,0.000611,12617.391602
3,1,0.001069,12617.391602
3,2,0.002881,12617.391602
3,3,0.006002,12617.391602
3,0,0.000623,12617.391602
3,1,0.002352,12617.391602
3,2,0.002975,12617.391602
3,3,0.002867,12617.391602
3,0,0.000578,12617.391602
3,1,0.002353,12617.391602
3,2,0.002889,12617.391602
3,3,0.003014,12617.391602
3,0,0.000455,7176.375488
3,1,0.001074,7176.375488
3,2,0.003813,7176.375488
3,3,0.005291,7176.375488
3,0,0.000445,7176.375488
3,1,0.0009,7176.375488
3,2,0.003953,7176.375488
3,3,0.004047,7176.375488
3,0,0.000499,7176.375488
3,1,0.000784,7176.375488
3,2,0.00394,7176.375488
3,3,0.007093,7176.375488
3,0,0.000501,7176.374512
3,1,0.000985,7176.374512
3,2,0.003207,7176.374512
3,3,0.012925,7176.374512
3,0,0.000658,7176.374512
3,1,0.001144,7176.374512
3,2,0.002915,7176.374512
3,3,0.02338,7176.374512
3,0,0.000483,18314.261719
3,1,0.000848,18314.261719
3,2,0.003722,18314.261719
3,3,0.006845,18314.261719
3,0,0.0004,18314.261719
3,1,0.000547,18314.261719
3,2,0.004024,18314.261719
3,3,0.004287,18314.261719
3,0,0.000388,18314.261719
3,1,0.000555,18314.261719
3,2,0.004015,18314.261719
3,3,0.004227,18314.261719
3,0,0.000306,7176.376953
3,1,0.002643,7176.376953
3,2,0.00289,7176.376953
3,3,0.005866,7176.376953
3,0,0.000308,7176.376953
3,1,0.001063,7176.376953
3,2,0.002844,7176.376953
3,3,0.003671,7176.376953
3,0,0.00062,12617.40625
3,1,0.001087,12617.40625
3,2,0.003008,12617.40625
3,3,0.005852,12617.40625
3,0,0.000534,12617.40625
3,1,0.00111,12617.40625
3,2,0.00275,12617.40625
3,3,0.008639,12617.40625
3,0,0.00055,12617.40625
3,1,0.002913,12617.40625
3,2,0.002861,12617.40625
3,3,0.00373,12617.40625
3,0,0.000454,7176.376953
3,1,0.000892,7176.376953
3,2,0.002741,7176.376953
3,3,0.003674,7176.376953
3,0,0.000415,7176.376953
3,1,0.000554,7176.376953
3,2,0.002971,7176.376953
3,3,0.002424,7176.376953
3,0,0.000591,12617.394531
3,1,0.001043,12617.394531
3,2,0.005574,12617.394531
3,3,0.005544,12617.394531
3,0,0.000717,12617.394531
3,1,0.002182,12617.394531
3,2,0.005632,12617.394531
3,3,0.006558,12617.394531
3,0,0.000592,12617.394531
3,1,0.001269,12617.394531
3,2,0.005597,12617.394531
3,3,0.006834,12617.394531
3,0,0.000507,12617.391602
3,1,0.00085,12617.391602
3,2,0.003872,12617.391602
3,3,0.003042,12617.391602
3,0,0.000449,12617.391602
3,1,0.000967,12617.391602
3,2,0.004652,12617.391602
3,3,0.006335,12617.391602
3,0,0.000346,7176.376465
3,1,0.001229,7176.376465
3,2,0.003907,7176.376465
3,3,0.005659,7176.376465
3,0,0.000386,7176.376465
3,1,0.00051,7176.376465
3,2,0.003916,7176.376465
3,3,0.003122,7176.376465
3,0,0.000335,7176.376465
3,1,0.000479,7176.376465
3,2,0.004756,7176.376465
3,3,0.003098,7176.376465
3,0,0.000408,7176.375488
3,1,0.000984,7176.375488
3,2,0.002918,7176.375488
3,3,0.003598,7176.375488
4,0,0.000634,667.041748
4,1,0.00231,667.041748
4,2,0.003844,667.041748
4,3,0.006118,667.041748
4,0,0.000755,667.041748
4,1,0.002337,667.041748
4,2,0.004189,667.041748
4,3,0.004179,667.041748
4,0,0.000993,7121.759766
4,1,0.002303,7121.759766
4,2,0.007024,7121.759766
4,3,0.005458,7121.759766
4,0,0.000973,7121.759766
4,1,0.00225,7121.759766
4,2,0.007003,7121.759766
4,3,0.005505,7121.759766
4,0,0.00073,667.042053
4,1,0.002337,667.042053
4,2,0.002936,667.042053
4,3,0.007178,667.042053
4,0,0.000717,667.042053
4,1,0.002318,667.042053
4,2,0.003046,667.042053
4,3,0.004768,667.042053
4,0,0.000617,667.042053
4,1,0.001005,667.042053
4,2,0.003166,667.042053
4,3,0.003166,667.042053
4,0,0.0011,12562.353516
4,1,0.002858,12562.353516
4,2,0.011072,12562.353516
4,3,0.008018,12562.353516
4,0,0.001251,12562.353516
4,1,0.000888,12562.353516
4,2,0.010991,12562.353516
4,3,0.007355,12562.353516
4,0,0.000545,667.042053
4,1,0.001093,667.042053
4,2,0.002926,667.042053
4,3,0.007109,667.042053
4,0,0.000492,667.042053
4,1,0.001152,667.042053
4,2,0.003038,667.042053
4,3,0.011172,667.042053
4,0,0.000486,667.042053
4,1,0.000949,667.042053
4,2,0.002846,667.042053
4,3,0.008121,667.042053
4,0,0.00152,12562.086914
4,1,0.001056,12562.086914
4,2,0.009287,12562.086914
4,3,0.010499,12562.086914
4,0,0.001426,12562.086914
4,1,0.00104,12562.086914
4,2,0.009135,12562.086914
4,3,0.009931,12562.086914
4,0,0.000518,7176.375
4,1,0.000915,7176.375
4,2,0.002707,7176.375
4,3,0.004125,7176.375
4,0,0.000449,7176.375
4,1,0.000922,7176.375
4,2,0.002872,7176.375
4,3,0.003035,7176.375
4,0,0.00052,7176.375
4,1,0.001107,7176.375
4,2,0.002877,7176.375
4,3,0.002878,7176.375
4,0,0.000501,667.041809
4,1,0.000961,667.041809
4,2,0.0028,667.041809
4,3,0.010065,667.041809
4,0,0.000543,667.041809
4,1,0.001126,667.041809
4,2,0.003109,667.041809
4,3,0.007696,667.041809
4,0,0.000625,667.042053
4,1,0.001264,667.042053
4,2,0.00378,667.042053
4,3,0.005401,667.042053
4,0,0.000795,667.042053
4,1,0.000739,667.042053
4,2,0.003797,667.042053
4,3,0.01754,667.042053
4,0,0.000619,667.042053
4,1,0.001521,667.042053
4,2,0.003652,667.042053
4,3,0.003968,667.042053
4,0,0.000664,667.04187
4,1,0.002365,667.04187
4,2,0.003887,667.04187
4,3,0.005478,667.04187
4,0,0.000645,667.04187
4,1,0.002752,667.04187
4,2,0.003716,667.04187
4,3,0.008279,667.04187
4,0,0.000669,667.04187
4,1,0.002253,667.04187
4,2,0.004004,667.04187
4,3,0.004533,667.04187
4,0,0.003358,12565.142578
4,1,0.001875,12565.142578
4,2,0.018765,12565.142578
4,3,0.013209,12565.142578
4,0,0.003294,12565.142578
4,1,0.001849,12565.142578
4,2,0.018299,12565.142578
4,3,0.018514,12565.142578
4,0,0.001441,12563.790039
4,1,0.00097,12563.790039
4,2,0.0086,12563.790039
4,3,0.008658,12563.790039
4,0,0.00129,12563.790039
4,1,0.000995,12563.790039
4,2,0.008341,12563.790039
4,3,0.008218,12563.790039
4,0,0.001305,12563.790039
4,1,0.000972,12563.790039
4,2,0.008643,12563.790039
4,3,0.008575,12563.790039
5,0,0.002161,601.981018
5,1,0.001338,601.981018
5,2,0.01072,601.981018
5,3,0.008875,601.981018
5,0,0.001874,601.981018
5,1,0.001232,601.981018
5,2,0.010441,601.981018
5,3,0.005465,601.981018
5,0,0.004385,7111.313477
5,1,0.00244,7111.313477
5,2,0.024011,7111.313477
5,3,0.020326,7111.313477
5,0,0.004318,7111.313477
5,1,0.002481,7111.313477
5,2,0.024363,7111.313477
5,3,0.016656,7111.313477
5,0,0.000716,667.041748
5,1,0.002961,667.041748
5,2,0.003828,667.041748
5,3,0.004013,667.041748
5,0,0.000733,667.041748
5,1,0.001268,667.041748
5,2,0.004088,667.041748
5,3,0.006488,667.041748
5,0,0.002218,601.981018
5,1,0.001354,601.981018
5,2,0.011784,601.981018
5,3,0.010152,601.981018
5,0,0.002374,601.981018
5,1,0.001389,601.981018
5,2,0.012503,601.981018
5,3,0.014443,601.981018
5,0,0.002251,601.981018
5,1,0.001386,601.981018
5,2,0.011934,601.981018
5,3,0.016509,601.981018
5,0,0.001045,613.438782
5,1,0.002125,613.438782
5,2,0.005094,613.438782
5,3,0.0045,613.438782
5,0,0.001002,613.438782
5,1,0.003171,613.438782
5,2,0.004775,613.438782
5,3,0.004528,613.438782
5,0,0.000734,667.04187
5,1,0.001008,667.04187
5,2,0.003912,667.04187
5,3,0.004044,667.04187
5,0,0.000746,667.04187
5,1,0.001893,667.04187
5,2,0.003746,667.04187
5,3,0.004011,667.04187
5,0,0.00074,667.04187
5,1,0.002204,667.04187
5,2,0.003749,667.04187
5,3,0.003024,667.04187
5,0,0.003493,614.791687
5,1,0.001993,614.791687
5,2,0.018494,614.791687
5,3,0.009617,614.791687
5,0,0.00357,614.791687
5,1,0.001948,614.791687
5,2,0.018276,614.791687
5,3,0.009766,614.791687
5,0,0.000586,667.041626
5,1,0.002894,667.041626
5,2,0.003009,667.041626
5,3,0.005653,667.041626
5,0,0.000595,667.041626
5,1,0.001217,667.041626
5,2,0.00309,667.041626
5,3,0.004628,667.041626
5,0,0.000589,667.041626
5,1,0.000975,667.041626
5,2,0.002929,667.041626
5,3,0.006197,667.041626
5,0,0.000636,667.041626
5,1,0.000817,667.041626
5,2,0.002897,667.041626
5,3,0.004024,667.041626
5,0,0.000576,667.041626
5,1,0.001265,667.041626
5,2,0.002831,667.041626
5,3,0.005268,667.041626
5,0,0.000731,12617.404297
5,1,0.000758,12617.404297
5,2,0.003047,12617.404297
5,3,0.005385,12617.404297
5,0,0.000714,12617.404297
5,1,0.001122,12617.404297
5,2,0.003029,12617.404297
5,3,0.007752,12617.404297
5,0,0.000576,12617.404297
5,1,0.001022,12617.404297
5,2,0.003132,12617.404297
5,3,0.005044,12617.404297
5,0,0.000587,667.040771
5,1,0.00105,667.040771
5,2,0.002897,667.040771
5,3,0.002936,667.040771
5,0,0.000575,667.040771
5,1,0.001368,667.040771
5,2,0.002953,667.040771
5,3,0.003092,667.040771
5,0,0.000759,667.040771
5,1,0.000745,667.040771
5,2,0.003062,667.040771
5,3,0.003865,667.040771
5,0,0.0019,605.822998
5,1,0.001203,605.822998
5,2,0.010442,605.822998
5,3,0.010149,605.822998
5,0,0.001975,605.822998
5,1,0.00122,605.822998
5,2,0.009737,605.822998
5,3,0.014169,605.822998
5,0,0.000563,667.041931
5,1,0.001209,667.041931
5,2,0.002949,667.041931
5,3,0.01524,667.041931
6,0,0.00069,667.041931
6,1,0.002354,667.041931
6,2,0.002924,667.041931
6,3,0.003958,667.041931
6,0,0.00065,667.041931
6,1,0.002341,667.041931
6,2,0.003059,667.041931
6,3,0.019566,667.041931
6,0,0.002895,547.13446
6,1,0.001599,547.13446
6,2,0.01323,547.13446
6,3,0.017934,547.13446
6,0,0.002808,547.13446
6,1,0.001664,547.13446
6,2,0.013261,547.13446
6,3,0.027849,547.13446
6,0,0.000633,7176.375488
6,1,0.000958,7176.375488
6,2,0.003007,7176.375488
6,3,0.005462,7176.375488
6,0,0.000492,7176.375488
6,1,0.000869,7176.375488
6,2,0.002935,7176.375488
6,3,0.005914,7176.375488
6,0,0.000593,7176.375488
6,1,0.000967,7176.375488
6,2,0.00296,7176.375488
6,3,0.007388,7176.375488
6,0,0.002696,566.741943
6,1,0.001586,566.741943
6,2,0.007727,566.741943
6,3,0.007222,566.741943
6,0,0.002511,566.741943
6,1,0.001527,566.741943
6,2,0.007765,566.741943
6,3,0.006094,566.741943
6,0,0.004494,601.980713
6,1,0.002442,601.980713
6,2,0.013644,601.980713
6,3,0.012074,601.980713
6,0,0.004688,601.980713
6,1,0.002523,601.980713
6,2,0.013443,601.980713
6,3,0.014588,601.980713
6,0,0.004496,601.980713
6,1,0.002478,601.980713
6,2,0.013447,601.980713
6,3,0.01283,601.980713
6,0,0.000687,667.042053
6,1,0.000811,667.042053
6,2,0.003036,667.042053
6,3,0.006133,667.042053
6,0,0.000634,667.042053
6,1,0.001205,667.042053
6,2,0.002997,667.042053
6,3,0.003061,667.042053
6,0,0.002954,605.832642
6,1,0.00192,605.832642
6,2,0.003103,605.832642
6,3,0.008392,605.832642
6,0,0.003179,605.832642
6,1,0.001794,605.832642
6,2,0.003241,605.832642
6,3,0.00614,605.832642
6,0,0.003184,605.832642
6,1,0.001715,605.832642
6,2,0.003089,605.832642
6,3,0.009357,605.832642
6,0,0.003212,601.981018
6,1,0.001833,601.981018
6,2,0.015927,601.981018
6,3,0.014885,601.981018
6,0,0.003236,601.981018
6,1,0.001844,601.981018
6,2,0.014857,601.981018
6,3,0.020403,601.981018
6,0,0.001119,667.042053
6,1,0.000764,667.042053
6,2,0.005064,667.042053
6,3,0.006829,667.042053
6,0,0.000882,667.042053
6,1,0.001191,667.042053
6,2,0.004379,667.042053
6,3,0.00367,667.042053
6,0,0.000844,667.042053
6,1,0.001844,667.042053
6,2,0.004652,667.042053
6,3,0.00458,667.042053
6,0,0.004846,605.832642
6,1,0.002517,605.832642
6,2,0.018876,605.832642
6,3,0.010168,605.832642
6,0,0.004546,605.832642
6,1,0.002495,605.832642
6,2,0.019545,605.832642
6,3,0.009031,605.832642
6,0,0.002611,549.590759
6,1,0.001573,549.590759
6,2,0.016239,549.590759
6,3,0.031697,549.590759
6,0,0.002616,549.590759
6,1,0.001567,549.590759
6,2,0.01421,549.590759
6,3,0.024315,549.590759
6,0,0.004138,542.702759
6,1,0.002229,542.702759
6,2,0.012143,542.702759
6,3,0.010775,542.702759
6,0,0.004069,542.702759
6,1,0.002207,542.702759
6,2,0.011529,542.702759
6,3,0.01516,542.702759
6,0,0.004073,542.702759
6,1,0.00222,542.702759
6,2,0.012051,542.702759
6,3,0.013115,542.702759
6,0,0.002318,7073.025391
6,1,0.001372,7073.025391
6,2,0.00647,7073.025391
6,3,0.005481,7073.025391
7,0,0.004712,603.911682
7,1,0.0026,603.911682
7,2,0.021944,603.911682
7,3,0.014351,603.911682
7,0,0.00276,601.980591
7,1,0.001675,601.980591
7,2,0.013555,601.980591
7,3,0.016407,601.980591
7,0,0.002718,601.980591
7,1,0.001624,601.980591
7,2,0.014041,601.980591
7,3,0.007826,601.980591
7,0,0.002848,601.980591
7,1,0.001613,601.980591
7,2,0.014517,601.980591
7,3,0.014656,601.980591
7,0,0.000724,667.042114
7,1,0.004037,667.042114
7,2,0.003123,667.042114
7,3,0.00392,667.042114
7,0,0.000765,667.042114
7,1,0.001039,667.042114
7,2,0.007722,667.042114
7,3,0.006774,667.042114
7,0,0.002928,7115.166016
7,1,0.001672,7115.166016
7,2,0.013241,7115.166016
7,3,0.010197,7115.166016
7,0,0.00299,7115.166016
7,1,0.001676,7115.166016
7,2,0.012974,7115.166016
7,3,0.008624,7115.166016
7,0,0.002787,7115.166016
7,1,0.001642,7115.166016
7,2,0.01343,7115.166016
7,3,0.009355,7115.166016
7,0,0.000713,667.041931
7,1,0.002707,667.041931
7,2,0.003194,667.041931
7,3,0.010777,667.041931
7,0,0.000699,667.041931
7,1,0.000692,667.041931
7,2,0.002651,667.041931
7,3,0.002927,667.041931
7,0,0.000881,7176.375488
7,1,0.000863,7176.375488
7,2,0.003484,7176.375488
7,3,0.003096,7176.375488
7,0,0.000725,7176.375488
7,1,0.000965,7176.375488
7,2,0.002971,7176.375488
7,3,0.003335,7176.375488
7,0,0.000729,7176.375488
7,1,0.001143,7176.375488
7,2,0.003137,7176.375488
7,3,0.00483,7176.375488
7,0,0.002686,601.981018
7,1,0.001523,601.981018
7,2,0.011438,601.981018
7,3,0.008657,601.981018
7,0,0.002602,601.981018
7,1,0.001519,601.981018
7,2,0.01256,601.981018
7,3,0.006702,601.981018
7,0,0.000909,667.042053
7,1,0.002384,667.042053
7,2,0.005588,667.042053
7,3,0.004467,667.042053
7,0,0.000911,667.042053
7,1,0.001285,667.042053
7,2,0.004728,667.042053
7,3,0.005576,667.042053
7,0,0.000963,667.042053
7,1,0.003813,667.042053
7,2,0.004606,667.042053
7,3,0.010071,667.042053
7,0,0.003024,550.578369
7,1,0.001717,550.578369
7,2,0.013258,550.578369
7,3,0.012247,550.578369
7,0,0.002989,550.578369
7,1,0.001795,550.578369
7,2,0.012699,550.578369
7,3,0.013807,550.578369
7,0,0.003005,549.591003
7,1,0.001759,549.591003
7,2,0.015504,549.591003
7,3,0.012436,549.591003
7,0,0.003015,549.591003
7,1,0.001683,549.591003
7,2,0.013818,549.591003
7,3,0.015741,549.591003
7,0,0.003057,549.591003
7,1,0.001731,549.591003
7,2,0.016333,549.591003
7,3,0.017491,549.591003
7,0,0.002147,547.454529
7,1,0.001353,547.454529
7,2,0.009345,547.454529
7,3,0.022172,547.454529
7,0,0.002225,547.454529
7,1,0.001299,547.454529
7,2,0.009083,547.454529
7,3,0.015359,547.454529
7,0,0.002191,7076.304688
7,1,0.00133,7076.304688
7,2,0.019584,7076.304688
7,3,0.006064,7076.304688
7,0,0.002536,7076.304688
7,1,0.001444,7076.304688
7,2,0.020585,7076.304688
7,3,0.00629,7076.304688
7,0,0.002182,7076.304688
7,1,0.001357,7076.304688
7,2,0.024828,7076.304688
7,3,0.006974,7076.304688
7,0,0.003124,601.959045
7,1,0.0018,601.959045
7,2,0.00379,601.959045
7,3,0.002957,601.959045
8,0,0.003372,601.958801
8,1,0.001973,601.958801
8,2,0.013331,601.958801
8,3,0.012378,601.958801
8,0,0.006608,487.168793
8,1,0.003296,487.168793
8,2,0.026882,487.168793
8,3,0.021098,487.168793
8,0,0.006539,487.168793
8,1,0.003283,487.168793
8,2,0.025461,487.168793
8,3,0.022937,487.168793
8,0,0.002452,566.766785
8,1,0.001449,566.766785
8,2,0.009368,566.766785
8,3,0.021204,566.766785
8,0,0.002437,566.766785
8,1,0.001444,566.766785
8,2,0.009345,566.766785
8,3,0.014794,566.766785
8,0,0.002421,566.766785
8,1,0.001427,566.766785
8,2,0.009726,566.766785
8,3,0.004846,566.766785
8,0,0.003826,605.832947
8,1,0.002129,605.832947
8,2,0.015868,605.832947
8,3,0.013798,605.832947
8,0,0.003842,605.832947
8,1,0.002094,605.832947
8,2,0.015909,605.832947
8,3,0.017795,605.832947
8,0,0.005626,497.587616
8,1,0.002841,497.587616
8,2,0.012977,497.587616
8,3,0.005261,497.587616
8,0,0.00588,497.587616
8,1,0.002921,497.587616
8,2,0.012962,497.587616
8,3,0.005642,497.587616
8,0,0.005627,497.587616
8,1,0.002858,497.587616
8,2,0.012645,497.587616
8,3,0.005504,497.587616
8,0,0.001659,570.875732
8,1,0.001096,570.875732
8,2,0.006516,570.875732
8,3,0.01554,570.875732
8,0,0.001728,570.875732
8,1,0.001126,570.875732
8,2,0.006557,570.875732
8,3,0.022389,570.875732
8,0,0.002995,601.980408
8,1,0.001729,601.980408
8,2,0.010484,601.980408
8,3,0.007505,601.980408
8,0,0.003015,601.980408
8,1,0.001726,601.980408
8,2,0.010676,601.980408
8,3,0.006117,601.980408
8,0,0.003066,601.980408
8,1,0.00174,601.980408
8,2,0.010787,601.980408
8,3,0.00951,601.980408
8,0,0.003469,601.981384
8,1,0.001919,601.981384
8,2,0.013851,601.981384
8,3,0.010393,601.981384
8,0,0.003457,601.981384
8,1,0.001998,601.981384
8,2,0.012651,601.981384
8,3,0.008471,601.981384
8,0,0.004568,487.846619
8,1,0.002459,487.846619
8,2,0.00973,487.846619
8,3,0.037648,487.846619
8,0,0.002503,578.65387
8,1,0.001435,578.65387
8,2,0.009703,578.65387
8,3,0.045529,578.65387
8,0,0.00244,578.65387
8,1,0.001538,578.65387
8,2,0.009502,578.65387
8,3,0.016735,578.65387
8,0,0.000989,667.041992
8,1,0.002238,667.041992
8,2,0.004024,667.041992
8,3,0.00502,667.041992
8,0,0.001042,667.041992
8,1,0.000815,667.041992
8,2,0.004055,667.041992
8,3,0.007138,667.041992
8,0,0.003714,553.58252
8,1,0.001994,553.58252
8,2,0.00828,553.58252
8,3,0.010161,553.58252
8,0,0.003683,553.58252
8,1,0.00197,553.58252
8,2,0.007821,553.58252
8,3,0.005397,553.58252
8,0,0.0037,553.58252
8,1,0.001994,553.58252
8,2,0.007723,553.58252
8,3,0.005826,553.58252
8,0,0.002285,524.892761
8,1,0.001347,524.892761
8,2,0.009348,524.892761
8,3,0.00798,524.892761
8,0,0.002351,524.892761
8,1,0.001367,524.892761
8,2,0.009063,524.892761
8,3,0.010145,524.892761
8,0,0.005785,549.888916
8,1,0.002823,549.888916
8,2,0.024181,549.888916
8,3,0.014377,549.888916
8,0,0.005548,549.888916
8,1,0.002795,549.888916
8,2,0.024133,549.888916
8,3,0.016689,549.888916
9,0,0.002297,510.821167
9,1,0.001416,510.821167
9,2,0.007092,510.821167
